119	51.0;3.933333333333333|86.0;4.0|302.0;3.933333333333333|346.0;3.933333333333333|377.0;3.933333333333333|451.0;5.0|465.0;3.933333333333333
12	51.0;4.425531914893617|86.0;4.425531914893617|302.0;4.425531914893617|346.0;4.425531914893617|377.0;4.425531914893617|451.0;4.425531914893617|465.0;4.425531914893617
120	51.0;3.5652173913043477|86.0;3.5652173913043477|302.0;3.5652173913043477|346.0;3.5652173913043477|377.0;3.5652173913043477|451.0;3.5652173913043477|465.0;3.5652173913043477
121	51.0;3.6323529411764706|86.0;5.0|302.0;3.6323529411764706|346.0;3.6323529411764706|377.0;3.6323529411764706|451.0;3.6323529411764706|465.0;3.6323529411764706
122	51.0;3.9464285714285716|86.0;5.0|302.0;3.9464285714285716|346.0;3.9464285714285716|377.0;3.9464285714285716|451.0;3.9464285714285716|465.0;3.9464285714285716
123	51.0;3.938775510204082|86.0;3.938775510204082|302.0;3.938775510204082|346.0;3.938775510204082|377.0;3.938775510204082|451.0;3.938775510204082|465.0;3.938775510204082
124	51.0;3.5217391304347827|86.0;3.5217391304347827|302.0;3.5217391304347827|346.0;3.5217391304347827|377.0;3.5217391304347827|451.0;3.5217391304347827|465.0;3.5217391304347827
125	51.0;3.391812865497076|86.0;3.391812865497076|302.0;3.391812865497076|346.0;1.0|377.0;3.391812865497076|451.0;4.0|465.0;3.391812865497076
126	51.0;3.5609756097560976|86.0;3.5609756097560976|302.0;4.0|346.0;3.0|377.0;3.5609756097560976|451.0;3.5609756097560976|465.0;3.5609756097560976
127	51.0;4.130434782608695|86.0;4.130434782608695|302.0;4.130434782608695|346.0;4.130434782608695|377.0;4.130434782608695|451.0;4.130434782608695|465.0;4.130434782608695
128	51.0;3.632768361581921|86.0;5.0|302.0;3.632768361581921|346.0;3.632768361581921|377.0;3.632768361581921|451.0;4.0|465.0;4.0
129	51.0;2.6206896551724137|86.0;2.6206896551724137|302.0;4.0|346.0;2.6206896551724137|377.0;2.6206896551724137|451.0;2.6206896551724137|465.0;2.6206896551724137
13	51.0;3.0|86.0;1.0|302.0;5.0|346.0;4.0|377.0;1.0|451.0;1.0|465.0;3.1042735042735043
130	51.0;3.9695121951219514|86.0;3.9695121951219514|302.0;3.9695121951219514|346.0;4.0|377.0;3.9695121951219514|451.0;3.9695121951219514|465.0;5.0
131	51.0;4.103448275862069|86.0;4.103448275862069|302.0;5.0|346.0;4.103448275862069|377.0;4.103448275862069|451.0;4.103448275862069|465.0;4.103448275862069
132	51.0;3.7777777777777777|86.0;3.7777777777777777|302.0;3.7777777777777777|346.0;3.7777777777777777|377.0;3.7777777777777777|451.0;3.7777777777777777|465.0;3.7777777777777777
133	51.0;3.1666666666666665|86.0;3.1666666666666665|302.0;3.1666666666666665|346.0;3.0|377.0;3.1666666666666665|451.0;3.1666666666666665|465.0;3.1666666666666665
134	51.0;3.625|86.0;3.625|302.0;2.0|346.0;3.625|377.0;3.625|451.0;3.625|465.0;3.625
135	51.0;3.4038461538461537|86.0;3.4038461538461537|302.0;3.4038461538461537|346.0;3.4038461538461537|377.0;3.4038461538461537|451.0;3.4038461538461537|465.0;3.4038461538461537
136	51.0;4.363636363636363|86.0;4.363636363636363|302.0;4.363636363636363|346.0;4.363636363636363|377.0;4.363636363636363|451.0;4.363636363636363|465.0;4.363636363636363
137	51.0;1.0|86.0;4.355555555555555|302.0;4.355555555555555|346.0;4.355555555555555|377.0;4.355555555555555|451.0;4.355555555555555|465.0;4.355555555555555
138	51.0;4.270833333333333|86.0;4.270833333333333|302.0;4.270833333333333|346.0;4.270833333333333|377.0;4.270833333333333|451.0;4.270833333333333|465.0;4.270833333333333
139	51.0;3.909090909090909|86.0;3.909090909090909|302.0;3.0|346.0;3.909090909090909|377.0;3.909090909090909|451.0;3.909090909090909|465.0;3.909090909090909
14	51.0;4.066666666666666|86.0;4.066666666666666|302.0;5.0|346.0;4.066666666666666|377.0;4.066666666666666|451.0;4.066666666666666|465.0;4.066666666666666
140	51.0;3.3529411764705883|86.0;3.3529411764705883|302.0;4.0|346.0;3.3529411764705883|377.0;3.3529411764705883|451.0;3.3529411764705883|465.0;3.3529411764705883
141	51.0;3.4|86.0;3.4|302.0;3.4|346.0;1.0|377.0;3.4|451.0;3.4|465.0;3.4
142	51.0;3.607142857142857|86.0;3.607142857142857|302.0;3.607142857142857|346.0;5.0|377.0;3.607142857142857|451.0;3.607142857142857|465.0;3.607142857142857
143	51.0;4.0|86.0;4.0|302.0;4.0|346.0;4.0|377.0;4.0|451.0;4.0|465.0;4.0
144	51.0;3.6580310880829017|86.0;3.6580310880829017|302.0;3.0|346.0;3.6580310880829017|377.0;3.6580310880829017|451.0;3.6580310880829017|465.0;3.6580310880829017
145	51.0;3.0|86.0;3.339160839160839|302.0;4.0|346.0;5.0|377.0;3.339160839160839|451.0;3.339160839160839|465.0;3.339160839160839
146	51.0;3.84|86.0;3.84|302.0;4.0|346.0;4.0|377.0;3.84|451.0;3.84|465.0;3.84
147	51.0;4.166666666666667|86.0;4.166666666666667|302.0;4.166666666666667|346.0;4.166666666666667|377.0;4.166666666666667|451.0;4.166666666666667|465.0;4.166666666666667
148	51.0;4.016393442622951|86.0;4.016393442622951|302.0;4.016393442622951|346.0;4.016393442622951|377.0;4.016393442622951|451.0;4.016393442622951|465.0;4.016393442622951
149	51.0;2.9411764705882355|86.0;2.9411764705882355|302.0;4.0|346.0;4.0|377.0;2.9411764705882355|451.0;2.9411764705882355|465.0;2.9411764705882355
15	51.0;2.88|86.0;2.88|302.0;4.0|346.0;2.88|377.0;2.88|451.0;2.88|465.0;2.88
150	51.0;3.8333333333333335|86.0;3.8333333333333335|302.0;3.8333333333333335|346.0;3.8333333333333335|377.0;3.8333333333333335|451.0;3.8333333333333335|465.0;3.8333333333333335
151	51.0;4.0|86.0;5.0|302.0;3.0|346.0;3.975438596491228|377.0;3.975438596491228|451.0;5.0|465.0;3.975438596491228
152	51.0;4.0|86.0;4.377551020408164|302.0;4.377551020408164|346.0;4.377551020408164|377.0;4.377551020408164|451.0;4.377551020408164|465.0;4.377551020408164
153	51.0;3.0|86.0;3.0|302.0;3.0|346.0;3.0|377.0;3.0|451.0;3.0|465.0;3.0
154	51.0;3.9130434782608696|86.0;3.9130434782608696|302.0;4.0|346.0;3.9130434782608696|377.0;3.9130434782608696|451.0;3.9130434782608696|465.0;3.9130434782608696
155	51.0;2.7222222222222223|86.0;2.7222222222222223|302.0;2.7222222222222223|346.0;2.7222222222222223|377.0;2.7222222222222223|451.0;2.7222222222222223|465.0;2.7222222222222223
156	51.0;3.75|86.0;4.0|302.0;3.75|346.0;3.0|377.0;3.75|451.0;3.75|465.0;3.75
157	51.0;3.739130434782609|86.0;3.739130434782609|302.0;3.739130434782609|346.0;3.739130434782609|377.0;3.739130434782609|451.0;3.739130434782609|465.0;3.739130434782609
158	51.0;3.8037974683544302|86.0;3.8037974683544302|302.0;4.0|346.0;3.8037974683544302|377.0;3.8037974683544302|451.0;3.8037974683544302|465.0;3.8037974683544302
159	51.0;3.4130434782608696|86.0;3.4130434782608696|302.0;3.4130434782608696|346.0;3.4130434782608696|377.0;3.4130434782608696|451.0;5.0|465.0;3.4130434782608696
16	51.0;4.0|86.0;4.351145038167939|302.0;5.0|346.0;4.351145038167939|377.0;4.351145038167939|451.0;4.351145038167939|465.0;4.351145038167939
160	51.0;3.925925925925926|86.0;3.925925925925926|302.0;3.925925925925926|346.0;3.925925925925926|377.0;3.925925925925926|451.0;3.925925925925926|465.0;3.925925925925926
161	51.0;2.6|86.0;2.6|302.0;2.6|346.0;2.6|377.0;2.6|451.0;2.6|465.0;2.6
162	51.0;3.6|86.0;3.6|302.0;3.6|346.0;3.6|377.0;3.6|451.0;3.6|465.0;3.6
163	51.0;3.3333333333333335|86.0;3.3333333333333335|302.0;3.3333333333333335|346.0;3.3333333333333335|377.0;3.3333333333333335|451.0;3.3333333333333335|465.0;3.3333333333333335
164	51.0;4.116666666666666|86.0;4.116666666666666|302.0;4.116666666666666|346.0;4.116666666666666|377.0;4.116666666666666|451.0;4.116666666666666|465.0;4.116666666666666
165	51.0;4.0|86.0;4.0|302.0;4.0|346.0;4.0|377.0;4.0|451.0;4.0|465.0;4.0
166	51.0;3.55|86.0;3.55|302.0;3.55|346.0;1.0|377.0;3.55|451.0;3.55|465.0;3.55
167	51.0;3.3278688524590163|86.0;3.3278688524590163|302.0;3.3278688524590163|346.0;3.3278688524590163|377.0;3.3278688524590163|451.0;3.3278688524590163|465.0;3.3278688524590163
168	51.0;3.34375|86.0;3.34375|302.0;3.34375|346.0;3.34375|377.0;3.34375|451.0;3.34375|465.0;3.34375
169	51.0;4.0|86.0;4.0|302.0;4.0|346.0;4.0|377.0;4.0|451.0;4.0|465.0;4.0
17	51.0;2.96|86.0;2.96|302.0;2.96|346.0;2.96|377.0;2.96|451.0;2.96|465.0;2.96
170	51.0;3.7142857142857144|86.0;3.7142857142857144|302.0;3.7142857142857144|346.0;3.7142857142857144|377.0;3.7142857142857144|451.0;3.7142857142857144|465.0;3.7142857142857144
171	51.0;3.4615384615384617|86.0;3.4615384615384617|302.0;4.0|346.0;4.0|377.0;3.4615384615384617|451.0;3.4615384615384617|465.0;3.4615384615384617
172	51.0;3.185185185185185|86.0;3.185185185185185|302.0;3.185185185185185|346.0;3.185185185185185|377.0;3.185185185185185|451.0;3.185185185185185|465.0;3.185185185185185
173	51.0;4.25|86.0;4.25|302.0;5.0|346.0;4.25|377.0;4.25|451.0;4.25|465.0;4.25
174	51.0;3.548780487804878|86.0;3.548780487804878|302.0;3.548780487804878|346.0;3.548780487804878|377.0;3.548780487804878|451.0;5.0|465.0;3.548780487804878
175	51.0;3.71875|86.0;3.71875|302.0;3.71875|346.0;3.71875|377.0;3.71875|451.0;3.71875|465.0;3.71875
176	51.0;3.7241379310344827|86.0;3.7241379310344827|302.0;3.7241379310344827|346.0;3.7241379310344827|377.0;3.7241379310344827|451.0;3.7241379310344827|465.0;3.7241379310344827
177	51.0;3.580952380952381|86.0;3.580952380952381|302.0;4.0|346.0;3.580952380952381|377.0;3.580952380952381|451.0;3.580952380952381|465.0;3.580952380952381
178	51.0;4.0|86.0;3.6785714285714284|302.0;4.0|346.0;3.6785714285714284|377.0;3.6785714285714284|451.0;3.6785714285714284|465.0;3.0
179	51.0;3.076923076923077|86.0;3.076923076923077|302.0;4.0|346.0;3.0|377.0;3.076923076923077|451.0;3.076923076923077|465.0;3.076923076923077
18	51.0;3.854901960784314|86.0;4.0|302.0;3.854901960784314|346.0;3.854901960784314|377.0;3.854901960784314|451.0;3.0|465.0;3.854901960784314
180	51.0;3.9649122807017543|86.0;3.9649122807017543|302.0;3.9649122807017543|346.0;3.9649122807017543|377.0;3.9649122807017543|451.0;3.9649122807017543|465.0;3.9649122807017543
181	51.0;1.495049504950495|86.0;1.495049504950495|302.0;2.0|346.0;1.495049504950495|377.0;1.495049504950495|451.0;1.495049504950495|465.0;1.495049504950495
182	51.0;3.8518518518518516|86.0;3.8518518518518516|302.0;3.8518518518518516|346.0;3.8518518518518516|377.0;3.8518518518518516|451.0;3.8518518518518516|465.0;3.8518518518518516
183	51.0;3.2448979591836733|86.0;3.2448979591836733|302.0;3.2448979591836733|346.0;3.2448979591836733|377.0;3.2448979591836733|451.0;3.2448979591836733|465.0;3.2448979591836733
184	51.0;4.0|86.0;5.0|302.0;3.6596638655462184|346.0;3.6596638655462184|377.0;3.6596638655462184|451.0;4.0|465.0;3.6596638655462184
185	51.0;4.066666666666666|86.0;5.0|302.0;4.066666666666666|346.0;4.066666666666666|377.0;4.066666666666666|451.0;4.066666666666666|465.0;4.066666666666666
186	51.0;3.4523809523809526|86.0;3.4523809523809526|302.0;3.0|346.0;3.4523809523809526|377.0;3.4523809523809526|451.0;3.4523809523809526|465.0;3.4523809523809526
187	51.0;4.096153846153846|86.0;4.0|302.0;4.096153846153846|346.0;4.096153846153846|377.0;4.096153846153846|451.0;4.096153846153846|465.0;4.096153846153846
188	51.0;3.780952380952381|86.0;3.780952380952381|302.0;3.780952380952381|346.0;3.780952380952381|377.0;3.780952380952381|451.0;3.780952380952381|465.0;3.780952380952381
189	51.0;3.9647058823529413|86.0;3.9647058823529413|302.0;3.9647058823529413|346.0;3.9647058823529413|377.0;3.9647058823529413|451.0;3.9647058823529413|465.0;3.9647058823529413
19	51.0;3.5789473684210527|86.0;3.5789473684210527|302.0;3.5789473684210527|346.0;3.5789473684210527|377.0;3.5789473684210527|451.0;3.5789473684210527|465.0;3.5789473684210527
190	51.0;3.339622641509434|86.0;3.339622641509434|302.0;5.0|346.0;3.339622641509434|377.0;3.339622641509434|451.0;3.339622641509434|465.0;3.339622641509434
191	51.0;3.6296296296296298|86.0;5.0|302.0;4.0|346.0;3.6296296296296298|377.0;3.6296296296296298|451.0;3.6296296296296298|465.0;3.6296296296296298
192	51.0;3.5483870967741935|86.0;3.5483870967741935|302.0;5.0|346.0;3.5483870967741935|377.0;3.5483870967741935|451.0;3.5483870967741935|465.0;3.5483870967741935
193	51.0;3.1415929203539825|86.0;3.1415929203539825|302.0;3.1415929203539825|346.0;3.1415929203539825|377.0;3.1415929203539825|451.0;3.1415929203539825|465.0;3.0
194	51.0;4.0|86.0;3.0|302.0;2.9586206896551723|346.0;2.9586206896551723|377.0;2.9586206896551723|451.0;2.0|465.0;3.0
195	51.0;3.269662921348315|86.0;3.269662921348315|302.0;3.269662921348315|346.0;3.269662921348315|377.0;3.269662921348315|451.0;5.0|465.0;3.269662921348315
196	51.0;3.6842105263157894|86.0;3.6842105263157894|302.0;3.6842105263157894|346.0;3.6842105263157894|377.0;3.6842105263157894|451.0;3.6842105263157894|465.0;3.6842105263157894
197	51.0;3.330357142857143|86.0;3.330357142857143|302.0;3.0|346.0;3.0|377.0;3.330357142857143|451.0;3.330357142857143|465.0;3.330357142857143
198	51.0;3.0|86.0;3.2395209580838324|302.0;3.2395209580838324|346.0;3.2395209580838324|377.0;3.2395209580838324|451.0;3.2395209580838324|465.0;3.2395209580838324
199	51.0;3.0|86.0;3.0|302.0;3.0|346.0;3.0|377.0;3.0|451.0;3.0|465.0;3.0
2	51.0;3.6724137931034484|86.0;3.6724137931034484|302.0;3.6724137931034484|346.0;3.6724137931034484|377.0;3.6724137931034484|451.0;3.6724137931034484|465.0;3.6724137931034484
20	51.0;2.975609756097561|86.0;2.975609756097561|302.0;2.975609756097561|346.0;2.975609756097561|377.0;2.975609756097561|451.0;2.975609756097561|465.0;2.975609756097561
200	51.0;4.0625|86.0;4.0625|302.0;4.0625|346.0;4.0625|377.0;4.0625|451.0;4.0|465.0;4.0625
201	51.0;2.0|86.0;4.0|302.0;4.0|346.0;4.0|377.0;3.05|451.0;3.05|465.0;3.05
202	51.0;2.8333333333333335|86.0;2.8333333333333335|302.0;2.8333333333333335|346.0;2.8333333333333335|377.0;2.8333333333333335|451.0;2.8333333333333335|465.0;2.8333333333333335
203	51.0;3.4871794871794872|86.0;3.4871794871794872|302.0;3.4871794871794872|346.0;3.4871794871794872|377.0;3.4871794871794872|451.0;3.4871794871794872|465.0;3.4871794871794872
204	51.0;3.4473684210526314|86.0;3.4473684210526314|302.0;5.0|346.0;3.4473684210526314|377.0;3.4473684210526314|451.0;3.4473684210526314|465.0;3.4473684210526314
205	51.0;2.857142857142857|86.0;2.857142857142857|302.0;2.857142857142857|346.0;2.857142857142857|377.0;2.857142857142857|451.0;2.857142857142857|465.0;2.857142857142857
206	51.0;2.25|86.0;2.25|302.0;5.0|346.0;5.0|377.0;2.25|451.0;2.25|465.0;2.25
207	51.0;3.2590909090909093|86.0;3.2590909090909093|302.0;4.0|346.0;3.2590909090909093|377.0;3.2590909090909093|451.0;3.2590909090909093|465.0;3.2590909090909093
208	51.0;3.806451612903226|86.0;2.0|302.0;1.0|346.0;3.806451612903226|377.0;3.806451612903226|451.0;3.806451612903226|465.0;3.806451612903226
209	51.0;3.2333333333333334|86.0;3.2333333333333334|302.0;3.2333333333333334|346.0;3.2333333333333334|377.0;3.2333333333333334|451.0;3.2333333333333334|465.0;3.2333333333333334
21	51.0;2.6|86.0;2.6|302.0;2.6|346.0;2.6|377.0;2.6|451.0;2.6|465.0;2.6
210	51.0;4.062992125984252|86.0;4.062992125984252|302.0;5.0|346.0;4.062992125984252|377.0;4.062992125984252|451.0;3.0|465.0;4.0
211	51.0;3.1470588235294117|86.0;3.1470588235294117|302.0;3.1470588235294117|346.0;3.1470588235294117|377.0;3.1470588235294117|451.0;3.1470588235294117|465.0;3.1470588235294117
212	51.0;3.92|86.0;4.0|302.0;3.92|346.0;3.92|377.0;3.92|451.0;3.92|465.0;3.92
213	51.0;4.234782608695652|86.0;4.234782608695652|302.0;4.234782608695652|346.0;4.234782608695652|377.0;4.234782608695652|451.0;4.234782608695652|465.0;4.234782608695652
214	51.0;3.908333333333333|86.0;3.908333333333333|302.0;4.0|346.0;3.0|377.0;3.908333333333333|451.0;3.908333333333333|465.0;3.908333333333333
215	51.0;3.774193548387097|86.0;3.774193548387097|302.0;3.774193548387097|346.0;3.774193548387097|377.0;3.774193548387097|451.0;3.0|465.0;3.774193548387097
216	51.0;3.8151260504201683|86.0;3.8151260504201683|302.0;5.0|346.0;3.8151260504201683|377.0;3.8151260504201683|451.0;3.8151260504201683|465.0;3.8151260504201683
217	51.0;2.9295774647887325|86.0;2.9295774647887325|302.0;2.9295774647887325|346.0;2.9295774647887325|377.0;2.9295774647887325|451.0;2.9295774647887325|465.0;2.9295774647887325
218	51.0;3.6041666666666665|86.0;3.6041666666666665|302.0;3.6041666666666665|346.0;3.6041666666666665|377.0;3.6041666666666665|451.0;3.6041666666666665|465.0;3.6041666666666665
219	51.0;3.6666666666666665|86.0;3.6666666666666665|302.0;3.6666666666666665|346.0;3.6666666666666665|377.0;3.6666666666666665|451.0;3.6666666666666665|465.0;3.6666666666666665
22	51.0;3.3389830508474576|86.0;3.3389830508474576|302.0;3.3389830508474576|346.0;3.3389830508474576|377.0;1.0|451.0;4.0|465.0;3.3389830508474576
220	51.0;3.772727272727273|86.0;3.772727272727273|302.0;3.772727272727273|346.0;3.772727272727273|377.0;3.772727272727273|451.0;3.772727272727273|465.0;3.772727272727273
221	51.0;3.654135338345865|86.0;3.654135338345865|302.0;3.654135338345865|346.0;5.0|377.0;3.654135338345865|451.0;3.654135338345865|465.0;3.654135338345865
222	51.0;3.0|86.0;3.0552486187845305|302.0;3.0|346.0;3.0552486187845305|377.0;1.0|451.0;3.0|465.0;3.0552486187845305
223	51.0;2.9690721649484537|86.0;2.9690721649484537|302.0;2.9690721649484537|346.0;2.9690721649484537|377.0;2.9690721649484537|451.0;2.9690721649484537|465.0;2.9690721649484537
224	51.0;4.0|86.0;3.0|302.0;2.9612403100775193|346.0;2.9612403100775193|377.0;2.9612403100775193|451.0;2.9612403100775193|465.0;2.9612403100775193
225	51.0;4.5|86.0;4.5|302.0;4.5|346.0;4.5|377.0;4.5|451.0;4.5|465.0;4.5
226	51.0;3.8636363636363638|86.0;3.8636363636363638|302.0;3.8636363636363638|346.0;3.8636363636363638|377.0;3.8636363636363638|451.0;3.8636363636363638|465.0;3.8636363636363638
227	51.0;3.425925925925926|86.0;3.425925925925926|302.0;3.425925925925926|346.0;3.425925925925926|377.0;3.425925925925926|451.0;3.425925925925926|465.0;3.425925925925926
228	51.0;3.210526315789474|86.0;3.210526315789474|302.0;3.210526315789474|346.0;3.210526315789474|377.0;3.210526315789474|451.0;3.210526315789474|465.0;3.210526315789474
229	51.0;2.689655172413793|86.0;2.689655172413793|302.0;5.0|346.0;2.689655172413793|377.0;2.689655172413793|451.0;2.689655172413793|465.0;2.689655172413793
23	51.0;3.657142857142857|86.0;3.657142857142857|302.0;3.657142857142857|346.0;3.657142857142857|377.0;3.657142857142857|451.0;3.657142857142857|465.0;3.657142857142857
230	51.0;4.0|86.0;3.834710743801653|302.0;3.834710743801653|346.0;3.834710743801653|377.0;3.834710743801653|451.0;4.0|465.0;3.834710743801653
231	51.0;3.65|86.0;3.65|302.0;3.65|346.0;3.65|377.0;3.65|451.0;3.65|465.0;3.65
232	51.0;3.891566265060241|86.0;3.891566265060241|302.0;5.0|346.0;3.891566265060241|377.0;3.891566265060241|451.0;3.891566265060241|465.0;3.891566265060241
233	51.0;4.32|86.0;4.32|302.0;4.32|346.0;4.32|377.0;4.32|451.0;4.32|465.0;4.32
234	51.0;3.1360544217687076|86.0;3.1360544217687076|302.0;3.1360544217687076|346.0;3.1360544217687076|377.0;3.1360544217687076|451.0;3.0|465.0;2.0
235	51.0;3.977777777777778|86.0;4.0|302.0;3.977777777777778|346.0;4.0|377.0;3.977777777777778|451.0;3.977777777777778|465.0;3.977777777777778
236	51.0;5.0|86.0;3.4913793103448274|302.0;3.4913793103448274|346.0;3.4913793103448274|377.0;3.4913793103448274|451.0;3.4913793103448274|465.0;3.4913793103448274
237	51.0;4.1521739130434785|86.0;4.1521739130434785|302.0;4.1521739130434785|346.0;4.1521739130434785|377.0;4.1521739130434785|451.0;4.1521739130434785|465.0;4.1521739130434785
238	51.0;3.3461538461538463|86.0;3.3461538461538463|302.0;3.3461538461538463|346.0;3.3461538461538463|377.0;3.3461538461538463|451.0;3.3461538461538463|465.0;3.3461538461538463
239	51.0;4.222972972972973|86.0;4.222972972972973|302.0;4.222972972972973|346.0;4.222972972972973|377.0;4.222972972972973|451.0;4.222972972972973|465.0;4.222972972972973
24	51.0;4.327586206896552|86.0;4.327586206896552|302.0;4.327586206896552|346.0;4.327586206896552|377.0;4.327586206896552|451.0;4.327586206896552|465.0;4.327586206896552
240	51.0;3.6363636363636362|86.0;3.6363636363636362|302.0;3.6363636363636362|346.0;3.6363636363636362|377.0;3.6363636363636362|451.0;3.6363636363636362|465.0;3.6363636363636362
241	51.0;3.3636363636363638|86.0;3.3636363636363638|302.0;3.0|346.0;3.0|377.0;3.3636363636363638|451.0;3.3636363636363638|465.0;3.3636363636363638
242	51.0;4.388888888888889|86.0;4.388888888888889|302.0;4.388888888888889|346.0;4.388888888888889|377.0;4.388888888888889|451.0;4.388888888888889|465.0;4.388888888888889
243	51.0;3.6233766233766236|86.0;5.0|302.0;3.6233766233766236|346.0;3.6233766233766236|377.0;3.6233766233766236|451.0;3.6233766233766236|465.0;3.6233766233766236
244	51.0;2.0|86.0;4.0|302.0;3.669683257918552|346.0;3.669683257918552|377.0;3.669683257918552|451.0;4.0|465.0;3.669683257918552
245	51.0;3.238095238095238|86.0;3.238095238095238|302.0;3.238095238095238|346.0;3.238095238095238|377.0;3.238095238095238|451.0;3.238095238095238|465.0;3.238095238095238
246	51.0;2.938202247191011|86.0;2.938202247191011|302.0;2.938202247191011|346.0;2.938202247191011|377.0;2.938202247191011|451.0;2.0|465.0;2.938202247191011
247	51.0;3.9130434782608696|86.0;3.9130434782608696|302.0;3.9130434782608696|346.0;3.9130434782608696|377.0;3.9130434782608696|451.0;3.9130434782608696|465.0;3.9130434782608696
248	51.0;3.6226415094339623|86.0;3.6226415094339623|302.0;3.6226415094339623|346.0;3.6226415094339623|377.0;3.6226415094339623|451.0;3.6226415094339623|465.0;3.6226415094339623
249	51.0;4.091503267973856|86.0;4.0|302.0;4.0|346.0;4.091503267973856|377.0;4.091503267973856|451.0;4.091503267973856|465.0;4.091503267973856
25	51.0;4.0588235294117645|86.0;4.0588235294117645|302.0;4.0588235294117645|346.0;4.0588235294117645|377.0;4.0588235294117645|451.0;4.0588235294117645|465.0;4.0588235294117645
250	51.0;3.827272727272727|86.0;3.827272727272727|302.0;3.827272727272727|346.0;3.827272727272727|377.0;3.827272727272727|451.0;3.827272727272727|465.0;3.827272727272727
251	51.0;3.7746478873239435|86.0;3.7746478873239435|302.0;3.7746478873239435|346.0;3.7746478873239435|377.0;3.7746478873239435|451.0;3.7746478873239435|465.0;3.7746478873239435
252	51.0;4.4|86.0;4.4|302.0;4.4|346.0;4.4|377.0;4.4|451.0;4.4|465.0;4.4
253	51.0;3.956043956043956|86.0;3.956043956043956|302.0;3.956043956043956|346.0;3.956043956043956|377.0;3.956043956043956|451.0;3.956043956043956|465.0;5.0
